type,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,url,poll_id,question_id,createddate
now-cast,Arizona,9/9/16,9/22/16,Ipsos,A-,428,lv,0.0024129,41.65,47.86,,,41.61794,46.60787,,,http://www.reuters.com/statesofthenation/,46057,72049,9/26/16
now-cast,North Dakota,8/24/16,8/30/16,Google Consumer Surveys,B,63,lv,0.0024118,21.39,48.83,8.57,,29.37409,56.87936,4.674056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45518,70903,9/9/16
now-cast,Ohio,9/16/16,9/22/16,Ipsos,A-,407,lv,0.0024092,46.34,42.88,,,46.48648,41.73159,,,http://www.reuters.com/statesofthenation/,46087,72079,9/26/16
now-cast,Illinois,9/21/16,9/26/16,Google Consumer Surveys,B,933,lv,0.002406,36.79,30.29,6.21,,44.07381,36.75112,3.156849,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46248,72307,9/28/16
now-cast,Connecticut,8/19/16,9/8/16,Ipsos,A-,428,lv,0.0024017,45.75,40.14,,,46.33517,40.40475,,,http://www.reuters.com/statesofthenation/,45646,71215,9/10/16
now-cast,Illinois,6/5/16,6/6/16,We Ask America,C,1231,rv,0.0023855,47,35,7,,49.91986,38.0567,3.94498,,http://www.rebootillinois.com/2016/06/10/featured-articles/richmiller/capitol-fax-poll-voters-blame-michael-madigan-for-budget-mess/59655/,44219,66455,6/13/16
now-cast,Vermont,8/24/16,8/30/16,Google Consumer Surveys,B,69,lv,0.0023526,50.15,18.1,8.18,,58.25202,26.25837,4.284056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45536,70921,9/9/16
now-cast,Nevada,7/22/16,7/24/16,Rasmussen Reports/Pulse Opinion Research,C+,750,lv,0.0023505,38,43,8,,41.74032,45.35461,5.385014,,https://docs.google.com/spreadsheets/d/1r40YV2vK7ceUDi19oZKuMKZTWWGRcN6kgiXqWIQFyss/edit,44681,68233,7/25/16
now-cast,South Carolina,9/7/16,9/13/16,Google Consumer Surveys,B,374,lv,0.0023361,30.53,39.13,7.79,,37.95491,45.91723,4.207011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45782,71466,9/14/16
now-cast,Maryland,9/7/16,9/13/16,Google Consumer Surveys,B,454,lv,0.0023301,43.81,25.98,9.49,,51.44025,32.89574,5.907011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45762,71446,9/14/16
now-cast,Maryland,8/26/16,9/8/16,Ipsos,A-,364,lv,0.002326,53.93,29.58,,,54.28803,29.46956,,,http://www.reuters.com/statesofthenation/,45658,71227,9/10/16
now-cast,Washington,9/14/16,9/20/16,Google Consumer Surveys,B,486,lv,0.0023253,36.97,28.2,10.83,,44.82648,34.94339,7.496859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45995,71882,9/22/16
now-cast,Arkansas,8/31/16,9/6/16,Google Consumer Surveys,B,189,lv,0.0023175,33.78,40.6,8.1,,41.49841,47.98608,4.224893,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45442,70760,9/9/16
now-cast,U.S.,9/16/16,9/22/16,CVOTER International,C+,1098,lv,0.0023166,49.03,46.05,,,48.21527,41.72519,,,http://projects.fivethirtyeight.com/polls/20160925_National_1.pdf,46050,72032,9/26/16
now-cast,Oklahoma,8/19/16,9/8/16,Ipsos,A-,313,lv,0.0023122,33.33,52.43,,,32.6039,51.43176,,,http://www.reuters.com/statesofthenation/,45673,71242,9/10/16
now-cast,Florida,9/21/16,9/26/16,Google Consumer Surveys,B,956,lv,0.0023091,34.29,41.33,6.38,,41.58059,47.79467,3.326849,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46243,72302,9/28/16
now-cast,Tennessee,8/26/16,9/8/16,Ipsos,A-,413,lv,0.0023026,27.91,48.53,,,28.19798,48.34404,,,http://www.reuters.com/statesofthenation/,45677,71246,9/10/16
now-cast,Indiana,5/11/16,5/15/16,Bellwether Research & Consulting,,600,rv,0.0022964,31,40,,,32.61283,41.74054,,,https://drive.google.com/file/d/0BzYWYWbqPbrFYmpfbExFNm1wYjQ/view?pref=2&pli=1,44165,66087,5/31/16
now-cast,Colorado,8/26/16,9/8/16,Ipsos,A-,417,lv,0.0022961,40.5,43.29,,,39.79137,42.05543,,,http://www.reuters.com/statesofthenation/,45645,71214,9/10/16
now-cast,Missouri,9/14/16,9/20/16,Google Consumer Surveys,B,588,lv,0.0022956,33.26,31.81,10.02,,40.80566,38.39219,6.686859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45972,71859,9/22/16
now-cast,U.S.,8/30/16,9/3/16,Ipsos,A-,1092,lv,0.0022924,40.4,36.5,8.8,,42.98487,38.63423,5.837618,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45397,70634,9/6/16
now-cast,U.S.,6/26/16,6/28/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1017,rv,0.0022821,41,36,10,,46.37299,40.82918,6.146418,,http://www.foxnews.com/politics/interactive/2016/06/29/fox-news-poll-june-2-2016/,44460,67523,6/29/16
now-cast,South Dakota,8/24/16,8/30/16,Google Consumer Surveys,B,84,lv,0.0022791,27.93,38.56,7.03,,35.75358,46.46098,3.134056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45531,70916,9/9/16
now-cast,Maryland,8/12/16,9/1/16,Ipsos,A-,526,lv,0.0022734,52.18,32.11,,,52.21709,32.48904,,,http://www.reuters.com/statesofthenation,45295,69676,9/4/16
now-cast,Michigan,9/14/16,9/20/16,Google Consumer Surveys,B,613,lv,0.0022344,34.85,33.58,7.93,,42.50092,40.21678,4.596859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45970,71857,9/22/16
now-cast,U.S.,8/29/16,9/2/16,Ipsos,A-,1132,lv,0.0022231,39.6,38.5,8.4,,42.18336,40.68167,5.423117,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45394,70635,9/6/16
now-cast,U.S.,10/3/16,10/5/16,The Times-Picayune/Lucid,,1322,lv,0.0022153,47,35,7,,48.30473,38.36973,3.993156,,https://luc.id/2016-presidential-tracker/,46548,72782,10/7/16
now-cast,California,9/21/16,9/26/16,Google Consumer Surveys,B,1311,lv,0.0022081,45.47,30.35,6.42,,52.81458,36.84301,3.366849,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46238,72297,9/28/16
now-cast,North Carolina,9/14/16,9/20/16,Google Consumer Surveys,B,708,lv,0.0022007,32.31,39.54,8.51,,39.73622,46.06024,5.176859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45975,71862,9/22/16
now-cast,Arizona,9/14/16,9/20/16,Google Consumer Surveys,B,572,lv,0.0021982,37.46,32.1,9.91,,45.14516,38.75454,6.576859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45950,71837,9/22/16
now-cast,U.S.,9/1/16,9/2/16,Morning Consult,,2001,rv,0.0021972,38,36,9,,43.51857,41.67767,3.496248,,https://morningconsult.com/2016/09/04/trumps-immigration-stance-isnt-hurting/,45328,70686,9/6/16
now-cast,Delaware,8/24/16,8/30/16,Google Consumer Surveys,B,99,lv,0.0021952,34.1,31.69,9.61,,41.75466,39.43483,5.714056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45497,70815,9/9/16
now-cast,U.S.,8/9/16,8/9/16,Gravis Marketing,B-,2832,lv,0.0021942,42,37,9,,42.95023,37.51702,6.931311,,http://www.breitbart.com/2016-presidential-race/2016/08/14/breitbartgravis-poll-hillary-clinton-leads-donald-trump-42-to-37/,44850,68737,8/14/16
now-cast,Mississippi,8/12/16,9/1/16,Ipsos,A-,150,lv,0.0021902,30.33,58.52,,,30.52528,59.027,,,http://www.reuters.com/statesofthenation,45299,69680,9/4/16
now-cast,Tennessee,9/7/16,9/13/16,Google Consumer Surveys,B,534,lv,0.0021893,23.92,49.08,6.15,,31.57625,56.01202,2.567011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45784,71468,9/14/16
now-cast,U.S.,9/27/16,10/3/16,USC Dornsife/LA Times,,2275,lv,0.0021873,42.69,46.61,,,44.39828,43.61026,,,http://latimes.com/politics/,46443,72591,10/4/16
now-cast,Alabama,9/7/16,9/13/16,Google Consumer Surveys,B,425,lv,0.0021847,19.02,56.78,4.95,,26.38431,63.5293,1.367011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45743,71427,9/14/16
now-cast,New Hampshire,8/24/16,8/30/16,Google Consumer Surveys,B,73,lv,0.0021813,32.92,22.15,13.01,,41.12019,30.39912,9.114057,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45520,70905,9/9/16
now-cast,U.S.,8/26/16,8/30/16,Ipsos,A-,1360,lv,0.0021779,38.1,39.1,6.7,,40.63253,41.42192,3.74801,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45277,69639,9/2/16
now-cast,Iowa,9/7/16,9/13/16,Google Consumer Surveys,B,411,lv,0.0021723,30.38,35.27,8.7,,38.28313,42.35654,5.117011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45754,71438,9/14/16
now-cast,Illinois,9/2/16,9/8/16,Ipsos,A-,460,lv,0.0021692,51.65,33.86,,,51.89184,33.47394,,,http://www.reuters.com/statesofthenation/,45651,71220,9/10/16
now-cast,U.S.,9/6/16,9/7/16,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,0.0021564,43,39,9,,46.60413,40.81087,5.821933,,http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch,45426,70733,9/8/16
now-cast,Michigan,9/6/16,9/7/16,Mitchell Research & Communications,D,940,lv,0.0021547,45,39,7,,46.6262,39.95057,3.944409,,http://www.realclearpolitics.com/docs/2016/FOX_2_Detroit-Mitchell_Poll_of_MI_Press_Clinton_v_Trump_9-9-16.pdf,45711,71319,9/12/16
now-cast,Nevada,8/19/16,9/8/16,Ipsos,A-,273,lv,0.0021528,43.35,40.55,,,43.02654,39.9367,,,http://www.reuters.com/statesofthenation/,45666,71235,9/10/16
now-cast,U.S.,8/28/16,9/1/16,Ipsos,A-,1172,lv,0.0021521,39.1,37.6,7.7,,41.67464,39.82879,4.721854,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45275,69637,9/2/16
now-cast,Nebraska,8/31/16,9/6/16,Google Consumer Surveys,B,248,lv,0.0021443,27.38,40.91,9.21,,35.24634,48.41068,5.334892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45468,70786,9/9/16
now-cast,Rhode Island,8/17/16,8/23/16,Google Consumer Surveys,B,73,lv,0.0021441,44.22,18.48,11.35,,52.18246,27.24253,7.461217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45579,70964,9/9/16
now-cast,New York,9/2/16,9/8/16,Ipsos,A-,631,lv,0.002127,51.83,30.11,,,52.7924,30.42699,,,http://www.reuters.com/statesofthenation/,45670,71239,9/10/16
now-cast,Indiana,9/14/16,9/20/16,Google Consumer Surveys,B,607,lv,0.0021269,31.89,32.25,9.42,,39.40395,38.81574,6.086859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45963,71850,9/22/16
now-cast,Minnesota,8/26/16,9/8/16,Ipsos,A-,517,lv,0.0021247,41.56,31.31,,,41.46875,30.70086,,,http://www.reuters.com/statesofthenation/,45661,71230,9/10/16
now-cast,Wyoming,8/17/16,8/23/16,Google Consumer Surveys,B,78,lv,0.0021006,26.27,41.75,11.65,,33.82126,50.03305,7.761217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45590,70975,9/9/16
now-cast,U.S.,9/15/16,9/21/16,CVOTER International,C+,1073,lv,0.0020925,49.2,45.68,,,48.36527,41.39691,,,http://projects.fivethirtyeight.com/polls/20160925_National_1.pdf,46049,72031,9/26/16
now-cast,U.S.,10/1/16,10/3/16,The Times-Picayune/Lucid,,1501,lv,0.0020898,45,38,5,,46.53752,41.29018,1.836353,,https://docs.google.com/spreadsheets/d/1UKwYzZdXYVx9-pBCg98zq5kWqeB2XymhvSCaXvnhtpk/edit#gid=1521407513,46449,72611,10/4/16
now-cast,U.S.,8/25/16,8/29/16,Ipsos,A-,1400,lv,0.0020883,39.5,38,5.7,,41.98327,40.37356,2.74009,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45151,69412,8/30/16
now-cast,California,9/9/16,9/15/16,Ipsos,A-,577,lv,0.0020806,62.5,24.22,,,63.09102,23.73058,,,http://www.reuters.com/statesofthenation/,45835,71599,9/16/16
now-cast,Louisiana,8/19/16,9/8/16,Ipsos,A-,342,lv,0.0020764,33.24,59.91,,,33.6869,60.11036,,,http://www.reuters.com/statesofthenation/,45656,71225,9/10/16
now-cast,U.S.,10/2/16,10/4/16,The Times-Picayune/Lucid,,1355,lv,0.0020717,45,37,6,,46.42163,40.33169,2.90713,,luc.id/2016-presidential-tracker/,46513,72720,10/5/16
now-cast,Oklahoma,8/31/16,9/6/16,Google Consumer Surveys,B,244,lv,0.0020548,29.34,44.56,10.37,,37.01228,51.91035,6.494892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45475,70793,9/9/16
now-cast,U.S.,8/27/16,8/31/16,Ipsos,A-,1196,lv,0.0020525,38.6,38.9,7.1,,41.16169,41.17265,4.139361,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45276,69638,9/2/16
now-cast,U.S.,9/26/16,10/2/16,USC Dornsife/LA Times,,2319,lv,0.0020415,42.37,47.02,,,44.19604,43.9291,,,http://latimes.com/politics/,46323,72444,10/3/16
now-cast,U.S.,6/27/16,6/28/16,Public Policy Polling,B+,853,v,0.0020345,45,41,5,,48.14501,44.20189,2.961457,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_63016.pdf,44462,67526,6/30/16
now-cast,New Mexico,8/31/16,9/6/16,Google Consumer Surveys,B,215,lv,0.0020172,27.25,29.96,18.44,,35.15527,37.49083,14.56489,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45471,70789,9/9/16
now-cast,Alabama,8/19/16,9/8/16,Ipsos,A-,367,lv,0.0020165,42.33,50.6,,,42.56704,50.59933,,,http://www.reuters.com/statesofthenation/,45641,71210,9/10/16
now-cast,Kentucky,8/19/16,9/8/16,Ipsos,A-,409,lv,0.0020134,37.01,53.27,,,36.90182,52.88196,,,http://www.reuters.com/statesofthenation/,45655,71224,9/10/16
now-cast,U.S.,9/25/16,10/1/16,USC Dornsife/LA Times,,2481,lv,0.0019981,42.23,46.94,,,44.17438,43.7572,,,http://latimes.com/politics/,46317,72432,10/2/16
now-cast,New Jersey,9/14/16,9/20/16,Google Consumer Surveys,B,655,lv,0.0019839,35.6,36.19,5.48,,43.30305,42.85381,2.146859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45979,71866,9/22/16
now-cast,U.S.,5/11/16,5/16/16,McLaughlin & Associates,C-,1000,lv,0.0019651,46,42,,,45.7673,41.18729,,,http://c5.nrostatic.com/sites/default/files/National%20-%20McLaughlin%20-%205-16-16%20Presentation%20-%20NEW%20SPECIAL.pdf,44083,65959,5/19/16
now-cast,Pennsylvania,9/9/16,9/15/16,Ipsos,A-,423,lv,0.001961,46.11,43.81,,,46.32553,43.00911,,,http://www.reuters.com/statesofthenation/,45866,71630,9/16/16
now-cast,U.S.,9/14/16,9/20/16,CVOTER International,C+,1075,lv,0.0019396,48.11,47.15,,,47.25868,42.88681,,,http://projects.fivethirtyeight.com/polls/20160925_National_1.pdf,46048,72030,9/26/16
now-cast,U.S.,9/13/16,9/19/16,CVOTER International,C+,1160,lv,0.0019349,48.5,46.55,,,47.64453,42.29054,,,http://projects.fivethirtyeight.com/polls/20160925_National_1.pdf,46047,72029,9/26/16
now-cast,Oregon,9/7/16,9/13/16,Google Consumer Surveys,B,381,lv,0.0019189,42.32,29.77,7.26,,50.26066,36.88003,3.677011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45779,71463,9/14/16
now-cast,Massachusetts,8/26/16,9/8/16,Ipsos,A-,485,lv,0.0019153,53.47,29.86,,,54.02177,29.80121,,,http://www.reuters.com/statesofthenation/,45659,71228,9/10/16
now-cast,Massachusetts,9/7/16,9/13/16,Google Consumer Surveys,B,481,lv,0.0019137,42.9,28.07,8.32,,51.20704,35.40934,4.73701,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45761,71445,9/14/16
now-cast,U.S.,9/26/16,10/2/16,SurveyMonkey,C-,26925,lv,0.0018973,46,40,9,,46.71626,40.10631,4.094322,,https://www.scribd.com/document/326274653/NBC-News-SurveyMonkey-Toplines-and-Methodology-925-102?secret_password=Amlox28R6VL23C3oHhHA,46444,72593,10/4/16
now-cast,Georgia,8/26/16,9/8/16,Ipsos,A-,529,lv,0.0018963,37.89,48.39,,,37.52855,47.6053,,,http://www.reuters.com/statesofthenation/,45649,71218,9/10/16
now-cast,Ohio,7/30/16,8/7/16,Quinnipiac University,A-,812,lv,0.0018923,44,42,8,,46.40991,44.03212,4.68608,,https://drive.google.com/file/d/0B1XFXSmJVNknNkluX3p6cHZ3ZGI4NnMwQzZnZDl6TTRJekFz/view,44807,68631,8/9/16
now-cast,Florida,6/21/16,6/24/16,YouGov,B,1192,lv,0.0018912,44,41,3,,46.76596,43.11143,1.875468,,http://www.cbsnews.com/news/poll-donald-trump-hillary-clinton-poll-florida-north-carolina-wisconsin-colorado-battleground-states/?platform=hootsuite,44409,67389,6/26/16
now-cast,U.S.,8/24/16,8/28/16,Ipsos,A-,1356,lv,0.001885,38.9,38.3,6.3,,41.34153,40.71865,3.333809,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45152,69413,8/30/16
now-cast,South Carolina,8/12/16,9/1/16,Ipsos,A-,299,lv,0.0018842,45.14,48.14,,,45.11385,48.43731,,,http://www.reuters.com/statesofthenation,45311,69692,9/4/16
now-cast,Vermont,8/17/16,8/23/16,Google Consumer Surveys,B,87,lv,0.0018796,42.83,11.42,10.43,,50.64046,20.00529,6.541217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45586,70971,9/9/16
now-cast,Pennsylvania,9/14/16,9/20/16,Google Consumer Surveys,B,772,lv,0.0018753,34.81,36.05,7.56,,42.3231,42.6153,4.226859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45986,71873,9/22/16
now-cast,Idaho,8/12/16,9/1/16,Ipsos,A-,126,lv,0.001871,27.92,58.08,,,26.39255,56.91494,,,http://www.reuters.com/statesofthenation,45287,69668,9/4/16
now-cast,Colorado,8/12/16,9/1/16,Ipsos,A-,495,lv,0.0018667,44.57,38.55,,,43.51137,37.85795,,,http://www.reuters.com/statesofthenation,45283,69664,9/4/16
now-cast,U.S.,9/24/16,9/30/16,USC Dornsife/LA Times,,2526,lv,0.0018593,42.34,46.66,,,44.4032,43.39207,,,http://latimes.com/politics/,46312,72427,10/1/16
now-cast,Maryland,4/5/16,4/9/16,Marist College,A,2563,rv,0.0018593,63,27,,,61.18746,29.76686,,,http://media.nbcwashington.com/documents/NBC4_Marist+Poll_Maryland_+Presidential_Annotated+Questionnaire_April+2016.pdf,36787,59659,4/18/16
now-cast,U.S.,9/12/16,9/18/16,CVOTER International,C+,1203,lv,0.0018527,47.95,46.77,,,47.09153,42.51403,,,http://www.upi.com/Top_News/US/2016/09/21/UPICVoter-poll-Hillary-Clinton-holds-118-lead-over-Donald-Trump/2301474469318/?spt=sec&or=tn,45913,71752,9/21/16
now-cast,U.S.,9/30/16,10/2/16,The Times-Picayune/Lucid,,1461,lv,0.0018512,44,39,6,,45.65558,42.24819,2.760243,,https://luc.id/2016-presidential-tracker/,46332,72458,10/3/16
now-cast,Alaska,8/17/16,8/23/16,Google Consumer Surveys,B,87,lv,0.0018432,29.51,37.98,13.84,,37.14226,46.35749,9.951218,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45541,70926,9/9/16
now-cast,Mississippi,8/31/16,9/6/16,Google Consumer Surveys,B,194,lv,0.0018237,26.97,53.12,5.61,,34.31605,60.21761,1.734893,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45464,70782,9/9/16
now-cast,New Mexico,5/13/16,5/15/16,Public Policy Polling,B+,802,lv,0.0018232,41,33,14,,42.89638,34.89439,11.81816,,http://nmpoliticalreport.com/44100/clinton-leads-in-nm-in-three-way-race/,44081,65956,5/18/16
now-cast,Hawaii,8/17/16,8/23/16,Google Consumer Surveys,B,87,lv,0.0018182,42.98,22.49,15.04,,50.71387,30.98598,11.15122,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45551,70936,9/9/16
now-cast,Kansas,8/31/16,9/6/16,Google Consumer Surveys,B,297,lv,0.0017872,36.4,33.94,12.2,,44.29882,41.46584,8.324892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45455,70773,9/9/16
now-cast,West Virginia,8/24/16,8/30/16,Google Consumer Surveys,B,88,lv,0.0017748,19.6,48.64,11.18,,27.36502,56.48684,7.284056,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45539,70924,9/9/16
now-cast,Texas,9/2/16,9/8/16,Ipsos,A-,405,lv,0.0017711,30.91,48.29,,,30.86312,47.62832,,,http://www.reuters.com/statesofthenation/,45678,71247,9/10/16
now-cast,U.S.,8/23/16,8/27/16,Ipsos,A-,1349,lv,0.001749,38.5,38.9,6.3,,40.90264,41.37015,3.328804,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45153,69414,8/30/16
now-cast,U.S.,9/11/16,9/17/16,CVOTER International,C+,1229,lv,0.0017468,47.39,47.55,,,46.53376,43.34539,,,http://www.upi.com/Top_News/US/2016/09/21/UPICVoter-poll-Hillary-Clinton-holds-118-lead-over-Donald-Trump/2301474469318/?spt=sec&or=tn,45914,71753,9/21/16
now-cast,Louisiana,8/31/16,9/6/16,Google Consumer Surveys,B,273,lv,0.0017464,23.88,50.15,5.91,,31.36289,57.35363,2.034892,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45457,70775,9/9/16
now-cast,Wisconsin,9/14/16,9/20/16,Google Consumer Surveys,B,748,lv,0.001729,42.22,24.49,8.14,,49.95073,31.16817,4.806859,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,45996,71883,9/22/16
now-cast,U.S.,9/23/16,9/29/16,USC Dornsife/LA Times,,2560,lv,0.0017229,41.73,47.26,,,43.92052,43.89985,,,http://latimes.com/politics/,46299,72380,9/30/16
now-cast,Maine,8/17/16,8/23/16,Google Consumer Surveys,B,105,lv,0.0017212,35.99,32.25,12.7,,43.78731,40.81995,8.811217,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45561,70946,9/9/16
now-cast,Arkansas,8/12/16,9/1/16,Ipsos,A-,243,lv,0.0017132,42.2,47.62,,,42.15799,47.9225,,,http://www.reuters.com/statesofthenation,45281,69662,9/4/16
now-cast,Georgia,9/7/16,9/13/16,Google Consumer Surveys,B,542,lv,0.0017003,31.01,39.72,7.98,,38.42487,46.50094,4.397011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45752,71436,9/14/16
now-cast,Ohio,5/18/16,5/22/16,Zogby Interactive/JZ Analytics,C-,679,lv,0.0016987,38,33,6,,41.09141,37.80103,3.655807,,http://zogbyanalytics.com/news/747-ohio-likely-voters-choose-clinton-and-sanders-over-trump,44146,66174,6/6/16
now-cast,Nevada,8/31/16,9/6/16,Google Consumer Surveys,B,220,lv,0.0016981,34.75,33.81,9.47,,42.55317,41.26175,5.594893,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45472,70790,9/9/16
now-cast,Washington,9/7/16,9/13/16,Google Consumer Surveys,B,613,lv,0.0016887,43.87,24.3,10.63,,51.84706,31.43281,7.047011,,https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE,45789,71473,9/14/16
now-cast,New Hampshire,8/12/16,9/1/16,Ipsos,A-,131,lv,0.0016752,43.58,44.52,,,42.75134,44.08991,,,http://www.reuters.com/statesofthenation,45303,69684,9/4/16
now-cast,Maine,8/12/16,9/1/16,Ipsos,A-,160,lv,0.0016685,42.22,41.65,,,41.60761,41.42585,,,http://www.reuters.com/statesofthenation,45294,69675,9/4/16
now-cast,Arizona,9/2/16,9/15/16,Ipsos,A-,467,lv,0.0016511,39.48,46.11,,,39.46116,45.17694,,,http://www.reuters.com/statesofthenation/,45833,71597,9/16/16
now-cast,U.S.,9/29/16,10/1/16,The Times-Picayune/Lucid,,1428,lv,0.0016509,45,37,6,,46.77618,40.20061,2.689383,,https://luc.id/2016-presidential-tracker/,46333,72459,10/3/16
now-cast,West Virginia,8/5/16,8/25/16,Ipsos,A-,134,lv,0.0016479,39.49,46.86,,,39.30723,47.63062,,,http://www.reuters.com/statesofthenation,45036,69089,8/26/16
now-cast,New Jersey,8/19/16,9/1/16,Ipsos,A-,666,lv,0.0016465,47.4,36.24,,,48.20963,37.02324,,,http://www.reuters.com/statesofthenation,45304,69685,9/4/16
now-cast,Nevada,5/24/16,5/25/16,Gravis Marketing,B-,1637,rv,0.0016436,41,44,8,,43.84113,45.73823,5.310219,,http://www.realclearpolitics.com/docs/2016/Gravis_Nevada_May_2016.pdf,44599,67980,7/15/16
now-cast,U.S.,9/10/16,9/16/16,CVOTER International,C+,1246,lv,0.0016344,47.42,47.38,,,46.56259,43.21571,,,http://www.upi.com/Top_News/US/2016/09/20/UPICVoter-poll-Hillary-Clinton-reclaims-slight-lead-over-Donald-Trump/6381474380177/,45897,71683,9/20/16
now-cast,U.S.,9/22/16,9/28/16,USC Dornsife/LA Times,,2631,lv,0.0016191,42.94,46.68,,,45.2523,43.21766,,,http://latimes.com/politics/,46287,72348,9/29/16
now-cast,U.S.,8/22/16,8/26/16,Ipsos,A-,1337,lv,0.0016178,38.7,37.4,6,,41.06185,39.92761,3.029079,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,45154,69415,8/30/16
